epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,8319.22,0.61777,0.29572,1.03545,0.97629,0.97726,0.98481,0.78575,0.98092,0.34255,1.41567,0.00013,0.00013,0.00013
82,8422.11,0.61642,0.28992,1.0293,0.96882,0.98101,0.98427,0.78629,0.9642,0.34674,1.39871,0.000123812,0.000123812,0.000123812
83,8524.45,0.61333,0.29081,1.02613,0.97129,0.98221,0.98462,0.78323,0.97558,0.34614,1.4206,0.000117625,0.000117625,0.000117625
84,8627,0.60936,0.28872,1.03284,0.97327,0.97661,0.98423,0.78223,0.97409,0.34437,1.41728,0.000111438,0.000111438,0.000111438
85,8729.99,0.59923,0.28735,1.02455,0.97403,0.97383,0.98749,0.78975,0.97702,0.34296,1.42743,0.00010525,0.00010525,0.00010525
86,8832.5,0.60343,0.28694,1.02202,0.97706,0.97157,0.98776,0.79013,0.97649,0.34263,1.42221,9.90625e-05,9.90625e-05,9.90625e-05
87,8936.07,0.59541,0.28513,1.02,0.96614,0.98285,0.9872,0.78996,0.978,0.33909,1.42452,9.2875e-05,9.2875e-05,9.2875e-05
88,9038.67,0.58244,0.27687,1.01277,0.96871,0.98399,0.98747,0.78864,0.981,0.33992,1.42757,8.66875e-05,8.66875e-05,8.66875e-05
89,9141.63,0.58965,0.28018,1.02078,0.96818,0.983,0.98664,0.7924,0.97438,0.33968,1.42399,8.05e-05,8.05e-05,8.05e-05
90,9244.06,0.58791,0.28419,1.01423,0.96967,0.98215,0.9867,0.79075,0.96855,0.33731,1.42224,7.43125e-05,7.43125e-05,7.43125e-05
91,9347.6,0.50665,0.20855,0.98149,0.96846,0.97961,0.98561,0.78778,0.97251,0.34713,1.43205,6.8125e-05,6.8125e-05,6.8125e-05
92,9449.32,0.49881,0.20537,0.98467,0.96423,0.9834,0.98416,0.78738,0.97618,0.34744,1.4496,6.19375e-05,6.19375e-05,6.19375e-05
93,9550.26,0.48634,0.20344,0.97348,0.97041,0.97724,0.98591,0.78767,0.98037,0.34816,1.4644,5.575e-05,5.575e-05,5.575e-05
94,9650.92,0.48332,0.20112,0.97011,0.96933,0.98214,0.98642,0.78766,0.97766,0.34262,1.47067,4.95625e-05,4.95625e-05,4.95625e-05
95,9753.12,0.47519,0.19928,0.96609,0.97001,0.98281,0.98602,0.78474,0.98166,0.34555,1.47614,4.3375e-05,4.3375e-05,4.3375e-05
96,9854.18,0.47337,0.19714,0.96724,0.96947,0.98138,0.98575,0.78244,0.9877,0.34976,1.48931,3.71875e-05,3.71875e-05,3.71875e-05
97,9955.13,0.46794,0.19486,0.95901,0.97283,0.97295,0.9858,0.78264,0.9845,0.34866,1.48408,3.1e-05,3.1e-05,3.1e-05
98,10056.9,0.46723,0.19478,0.95954,0.97278,0.97436,0.98579,0.78457,0.98087,0.34951,1.48742,2.48125e-05,2.48125e-05,2.48125e-05
99,10158.3,0.45573,0.19195,0.95168,0.9686,0.97958,0.98617,0.78754,0.97863,0.34709,1.488,1.8625e-05,1.8625e-05,1.8625e-05
100,10259.5,0.45557,0.1906,0.95176,0.96923,0.97976,0.98654,0.78758,0.98037,0.34746,1.48962,1.24375e-05,1.24375e-05,1.24375e-05
