epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,6415.06,0.69986,0.36979,0.9835,0.97454,0.97006,0.98435,0.76821,0.98912,0.36616,1.15825,6.99132e-05,6.99132e-05,6.99132e-05
91,6486.98,0.60721,0.27331,0.95781,0.97619,0.97338,0.98434,0.76989,0.98968,0.36325,1.16316,6.4092e-05,6.4092e-05,6.4092e-05
92,6556.7,0.59713,0.26465,0.94727,0.97655,0.97373,0.98596,0.76862,0.98672,0.36121,1.15773,5.82708e-05,5.82708e-05,5.82708e-05
93,6625.67,0.5874,0.26254,0.942,0.97313,0.97536,0.98602,0.76749,0.99241,0.36419,1.16132,5.24496e-05,5.24496e-05,5.24496e-05
94,6695.51,0.57947,0.26296,0.94145,0.97471,0.9745,0.98601,0.76951,0.98716,0.36059,1.16224,4.66284e-05,4.66284e-05,4.66284e-05
95,6764.85,0.57826,0.25999,0.94024,0.97685,0.96984,0.98517,0.76886,0.99124,0.36485,1.16783,4.08072e-05,4.08072e-05,4.08072e-05
96,6833.91,0.573,0.25617,0.93481,0.97361,0.97411,0.98593,0.7679,0.99242,0.36668,1.17118,3.4986e-05,3.4986e-05,3.4986e-05
97,6904.07,0.56583,0.25797,0.93649,0.97548,0.97217,0.98489,0.76715,0.99319,0.36454,1.17356,2.91648e-05,2.91648e-05,2.91648e-05
98,6973.05,0.55929,0.25119,0.934,0.97452,0.97196,0.98455,0.76723,0.99821,0.36747,1.17744,2.33436e-05,2.33436e-05,2.33436e-05
99,7041.84,0.55357,0.24977,0.93028,0.97496,0.97201,0.98478,0.76752,0.99488,0.3697,1.17598,1.75224e-05,1.75224e-05,1.75224e-05
100,7110.89,0.55653,0.25467,0.92615,0.97371,0.97176,0.98454,0.76636,0.99651,0.3699,1.17831,1.17012e-05,1.17012e-05,1.17012e-05
